กำหนดส่ง,แผ่นหน้า,"ลอน C",แผ่นกลาง,"ลอน B",แผ่นหลัง,จน.ชั้น,กว้างผลิต,ยาวผลิต,ทับเส้นซ้าย,ทับเส้นกลาง,ทับเส้นขวา,เลขที่ใบสั่งขาย,ชนิดส่วนประกอบ,จำนวนสั่งขาย,จำนวนสั่งผลิต,ประเภททับเส้น,สถานะใบสั่ง,"% ที่เกิน"
2024/05/20,KS161,CM127,CM127,CM127,CM127,5,437,1172,101,235,101,12181179279,E,1040,1140,N,Y,10
2024/05/20,KS161,CM127,CM127,CM127,KB160,5,405,1346,126,153,126,12181179321,E,7090,7440,N,Y,5
2024/05/20,KS161,CM127,CM127,CM127,KB160,5,405,1346,126,153,126,12181179372,E,3220,3380,N,Y,5
2024/05/20,KS161,CM127,CM127,CM127,KB160,5,423,1480,119,185,119,12181179037,E,4400,4620,N,Y,5
2024/05/20,KS161,CM127,CM127,CM127,KB160,5,438,1370,126,186,126,12181179318,E,3980,4170,N,Y,5
2024/05/20,KS161,CM127,CM127,CM127,KB160,5,455,1520,125,205,125,12181179025,A,1600,1760,N,Y,10
2024/05/20,KS161,CM127,CM127,CM127,KB160,5,463,1550,129,205,129,12181179044,E,3600,3780,N,Y,5
2024/05/20,KS161,CM127,CM127,CM127,KB160,5,508,1244,122,264,122,12181179334,E,8800,9240,N,Y,5
2024/05/20,KS161,CM127,CM127,CM127,KB160,5,590,1310,137,316,137,12181179484,A,500,550,N,Y,10
2024/05/20,KS161,CM127,CM127,CM127,KB160,5,590,1510,132,326,132,12181179013,A,6400,6720,N,A,5
2024/05/20,KS161,CM127,CME100,CM127,KB120,5,603,1390,129,345,129,12181179301,E,700,840,N,Y,20
2024/05/20,KS161,CM147,,,KB160,3,457,1334,122,213,122,12181179396,E,4780,5010,N,Y,5
2024/05/20,KS161,CM147,,,KB160,3,457,1334,122,213,122,12181179397,E,2210,2320,N,Y,5
2024/05/20,KS161,CM147,,,KB160,3,458,1334,123,212,123,12181179341,E,8320,8730,N,Y,5
2024/05/20,KS161,CM147,CM147,CM147,KB160,5,523,1380,122,279,122,12181179024,E,800,880,N,Y,10
2024/05/20,KS161,CM147,CM147,CM147,KB160,5,530,1380,125,280,125,12181179028,A,15200,15500,N,Y,2
2024/05/20,KS161,CM147,CM147,CM147,KB230,5,463,1300,144,175,144,12181179313,E,1410,1550,N,Y,10
2024/05/20,KS161,CM147,CM147,CM147,KB230,5,463,1300,144,175,144,12181179366,E,1650,1810,N,Y,10
2024/05/20,KS161,CM147,CM147,CM147,KB230,5,463,1300,144,175,144,12181179367,E,990,1080,N,Y,10
2024/05/20,KS161,CM147,CM147,CM147,KB230,5,463,1300,144,175,144,12181179378,E,6170,6470,N,Y,5
2024/05/20,KS231,,,CM197,KB160,3,1066,879,1066,0,0,12181176870,G,7000,7350,Y,Y,5
2024/05/20,KS231,CM127,,,KB160,3,304,903,68,168,68,12181178816,A,1000,1200,X,Y,20
2024/05/20,KS231,CM127,,,KB160,3,350,922,67,216,67,12181178577,A,3140,3290,N,Y,5
2024/05/20,KS231,CM127,,,KB160,3,355,922,67,221,67,12181178588,A,5920,6210,N,Y,5
2024/05/20,KS231,CM127,,,KB160,3,355,922,67,221,67,12181178590,A,220,240,N,Y,10
2024/05/20,KS231,CM127,,,KB160,3,449,1214,104,241,104,12181179488,A,750,820,X,Y,10
2024/05/20,KS231,CM127,,,KB160,3,494,1259,122,250,122,12181179093,E,3390,3560,N,Y,5
2024/05/20,KS231,CM127,,,KB160,3,494,1259,122,250,122,12181179097,E,810,890,N,Y,10
2024/05/20,KS231,CM127,,,KB160,3,494,1259,122,250,122,12181179098,E,810,890,X,Y,10
2024/05/20,KS231,CM127,,,KB160,3,494,1259,122,250,122,12181179099,E,1670,1830,X,Y,10
2024/05/20,KS231,CM127,,,KB160,3,507,1228,144,219,144,12181179249,A,4000,4200,N,Y,5
2024/05/20,KS231,CM127,,,KB160,3,507,1228,144,219,144,12181179250,A,760,830,N,Y,10
2024/05/20,KS231,CM127,,,KB160,3,507,1228,144,219,144,12181179251,A,760,830,N,Y,10
2024/05/20,KS231,CM127,,,KB160,3,507,1228,144,219,144,12181179106,A,720,790,W,Y,10
2024/05/20,KS231,CM127,,,KB160,3,549,1319,109,331,109,12181179389,E,18660,19030,N,Y,2
2024/05/20,KS231,CM127,,,KB160,3,549,1319,109,331,109,12181179390,E,1140,1250,N,Y,10
2024/05/20,KS231,CM127,,,KB230,3,379,1123,113,153,113,12181178604,A,1980,2170,N,Y,10
2024/05/20,KS231,CM127,,,KB230,3,403,948,85,233,85,12181179217,A,1380,1510,N,Y,10
2024/05/20,KS231,CM127,,,KB230,3,470,1124,101,268,101,12181178831,A,1160,1270,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,341,906,90,161,90,12181178933,E,2500,2620,N,A,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,341,906,90,161,90,12181178974,E,1200,1320,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,348,906,94,160,94,12181178969,A,1100,1210,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,350,1220,102,146,102,12181179146,A,920,1010,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,350,1220,102,146,102,12181179486,A,1450,1590,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,350,1220,102,146,102,12181179489,A,2020,2120,N,Y,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,368,1058,104,160,104,12181178889,A,1570,1720,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,368,1058,104,160,104,12181178890,A,1570,1720,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,387,1194,106,175,106,12181179233,A,1730,1900,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,395,910,80,235,80,12181179204,A,790,860,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,398,1130,87,224,87,12181178987,A,9930,10420,N,Y,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,405,1320,115,175,115,12181179481,A,1590,1740,X,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,415,1350,120,175,120,12181179197,A,910,1000,X,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,415,1350,120,175,120,12181179477,A,80,80,X,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,422,1066,92,238,92,12181179482,A,3730,3910,N,Y,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,422,1066,92,238,92,12181178928,A,1330,1460,X,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,427,1098,97,233,97,12181178962,A,460,500,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,435,1190,120,195,120,12181179119,A,890,970,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,435,1190,120,195,120,12181179150,A,940,1030,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,435,1190,120,195,120,12181179203,A,590,640,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,435,1190,120,195,120,12181179480,A,1340,1470,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,435,1190,120,195,120,12181179121,A,2820,2960,X,Y,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,436,1130,107,222,107,12181178926,A,470,510,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,440,1110,100,240,100,12181178909,A,3360,3520,X,Y,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,440,1110,100,240,100,12181178925,A,1430,1570,X,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,440,1110,100,240,100,12181179135,A,1210,1330,X,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,440,1190,100,240,100,12181179211,A,1050,1150,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,440,1190,100,240,100,12181179213,A,1050,1150,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,441,1112,120,201,120,12181178884,A,1100,1210,N,A,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,455,1260,102,251,102,12181179218,A,1260,1380,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,457,1054,106,245,106,12181179114,A,3050,3200,N,Y,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,457,1054,106,245,106,12181179478,A,4240,4450,N,A,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,465,1250,110,245,110,12181179141,A,2020,2120,N,Y,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,465,1250,110,245,110,12181179142,A,650,710,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,470,1260,112,246,112,12181179147,A,2310,2420,N,Y,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,470,1260,112,246,112,12181179487,A,590,640,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,470,1260,112,246,112,12181179132,A,800,880,X,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,473,1272,114,245,114,12181179004,A,1400,1540,X,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,473,1272,114,245,114,12181179005,A,1100,1210,X,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,480,1020,100,280,100,12181179167,A,2590,2720,N,A,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,480,1020,100,280,100,12181179479,A,1260,1380,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,480,1020,100,280,100,12181179166,A,2590,2720,X,A,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,480,1020,115,250,115,12181179485,A,1110,1220,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,509,1614,153,203,153,12181178961,A,270,290,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,509,1614,153,203,153,12181178968,A,280,300,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,526,1256,139,248,139,12181179113,A,670,730,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,535,1280,145,245,145,12181179177,A,690,750,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,538,1262,149,240,149,12181179182,A,2710,2840,N,Y,5
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,538,1262,149,240,149,12181179246,A,800,880,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,558,1530,162,234,162,12181179042,E,1600,1760,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,558,1530,162,234,162,12181179043,E,1600,1760,X,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB160,5,594,1458,117,360,117,12181179006,A,1000,1100,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,319,890,89,141,89,12181178885,A,1630,1790,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,319,890,89,141,89,12181178886,A,1680,1840,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,319,890,89,141,89,12181178888,A,1450,1590,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,431,1060,118,195,118,12181178945,E,2810,2950,X,Y,5
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,484,1148,111,262,111,12181179158,A,830,910,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,484,1148,111,262,111,12181179159,A,830,910,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,485,1250,115,255,115,12181178965,A,1860,2040,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,485,1250,115,255,115,12181178967,A,1630,1790,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,502,1230,131,240,131,12181178936,E,710,780,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,518,1150,135,248,135,12181179207,A,1190,1300,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,518,1580,162,194,162,12181179353,E,1220,1340,N,Y,10
2024/05/20,KS231,CM127,CM127,CM127,KB230,5,558,1196,139,280,139,12181178964,A,320,350,N,Y,10
2024/05/20,KS231,CM147,,,KB230,3,478,1362,129,220,129,12181178934,E,600,660,N,Y,10
2024/05/20,KS231,CM147,CM147,CM147,KB160,5,523,1110,119,285,119,12181179020,E,7600,7980,N,Y,5
2024/05/20,KS231,CM147,CM147,CM147,KB160,5,595,1550,140,315,140,12181179012,A,3200,3360,N,A,5
2024/05/20,KS231,CM147,CM147,CM147,KB230,5,450,1130,117,216,117,12181178566,A,6010,6310,N,Y,5
2024/05/20,KS231,CM197,,,KB160,3,344,1203,88,168,88,12181178585,A,6060,6360,N,Y,5
2024/05/20,KS231,CM197,,,KB230,3,341,1070,97,147,97,12181178921,A,330,360,N,Y,10
2024/05/20,KS231,CM197,,,KB230,3,341,1070,97,147,97,12181179209,A,2160,2260,W,Y,5
2024/05/20,KS231,CM197,,,KB230,3,349,1030,91,167,91,12181179210,A,1620,1780,N,Y,10
2024/05/20,KS231,CM197,,,KB230,3,349,1030,91,167,91,12181179212,A,1710,1880,N,Y,10
2024/05/20,KS231,CM197,,,KB230,3,349,1030,91,167,91,12181179214,A,1640,1800,W,Y,10
2024/05/20,KS231,CM197,,,KB230,3,432,1195,100,232,100,12181179256,A,1120,1230,N,Y,10
2024/05/20,KS231,CM197,,,KB230,3,468,1030,121,226,121,12181179238,A,7600,7980,N,Y,5
2024/05/20,KS231,CM197,,,KB230,3,468,1030,121,226,121,12181179265,A,1160,1270,W,Y,10
2024/05/20,KS231,CM197,,,KB230,3,468,1030,121,226,121,12181179205,A,1160,1270,X,Y,10
2024/05/20,KS231,CM197,,,KB230,3,765,1620,173,419,173,12181179444,A,600,660,N,Y,10
2024/05/21,CM127,CM127,,,CM127,3,0,0,0,0,0,12181178562,W,770,840,Y,A,10
2024/05/21,CM127,CM127,,,CM127,3,272,319,272,0,0,12181179069,T,10000,10500,Y,A,5
2024/05/21,CM127,CM127,CM127,CM127,CM127,5,0,0,0,0,0,12181176862,W,17280,17620,Y,A,2
2024/05/21,CM127,CM127,CM127,CM127,CM127,5,183,796,183,0,0,12181179287,T,10000,10500,Y,A,5
2024/05/21,CM127,CM127,CM127,CM127,CM127,5,225,589,225,0,0,12181179070,T,2480,2600,Y,A,5
2024/05/21,CM127,CM127,CM127,CM127,CM127,5,295,593,295,0,0,12181179072,T,5000,5250,Y,A,5
2024/05/21,CM127,CM127,CM127,CM127,CM127,5,314,613,314,0,0,12181179062,T,1730,1900,Y,A,10
2024/05/21,CM127,CM127,CM127,CM127,CM127,5,314,613,314,0,0,12181179063,T,1730,1900,Y,A,10
2024/05/21,CM127,CM127,CM127,CM127,CM127,5,314,613,314,0,0,12181179064,T,500,550,Y,A,10
2024/05/21,CM127,CM127,CM127,CM127,CM127,5,314,613,314,0,0,12181179065,T,1200,1320,Y,A,10
2024/05/21,CM127,CM127,CM127,CM127,CM127,5,327,392,327,0,0,12181179073,R,14600,14890,Y,A,2
2024/05/21,CM97,,,CM127,CM97,3,787,0,787,0,0,12181179510,W,2000,2200,Y,A,10
2024/05/21,CM97,CM127,,,CM97,3,0,0,0,0,0,12181179055,W,1000,1100,Y,Y,10
2024/05/21,CM97,CM127,,,CM97,3,0,0,0,0,0,12181179088,W,3000,3150,Y,A,5
2024/05/21,CM97,CM127,,,CM97,3,0,0,0,0,0,12181179509,W,1000,1100,Y,Y,10
2024/05/21,CM97,CM127,,,CM97,3,178,235,178,0,0,12181179088,T,6000,6300,Y,A,5
2024/05/21,CM97,CM127,CM97,CM127,CM97,5,0,0,0,0,0,12181179056,W,1000,1100,Y,Y,10
2024/05/21,KA125,CM127,CM127,CM127,KB120,5,569,1456,119,331,119,12181179056,A,1000,1100,N,Y,10
2024/05/21,KA185,CM147,,,KB230,3,430,786,93,244,93,12181179055,A,1000,1100,N,Y,10
2024/05/21,KAC225,CM197,,,KAC185,3,519,1199,125,269,125,12181179513,A,10000,10500,N,Y,5
2024/05/21,KAC225,CM197,,,KAC185,3,519,1199,125,269,125,12181179514,A,10000,10500,N,Y,5
2024/05/21,KAV185,CM197,CM197,CM147,KAV185,5,352,1602,352,0,0,12181175604,X,20800,21210,Y,Y,2
2024/05/21,KB120,,,CM112,CM127,3,721,1200,721,0,0,12181178065,G,7500,7870,Y,Y,5
2024/05/21,KB160,,,CM147,KB160,3,700,1200,700,0,0,12181176873,X,3500,3670,Y,Y,5
2024/05/21,KB160,CM127,,,CM97,3,125,0,125,0,0,12181179087,U,3000,3150,Y,Y,5
2024/05/21,KB160,CM127,,,CM97,3,135,0,135,0,0,12181179086,U,2000,2200,Y,Y,10
2024/05/21,KB160,CM127,,,CM97,3,210,430,210,0,0,12181179087,R,1500,1650,Y,A,10
2024/05/21,KB160,CM127,,,CM97,3,250,370,250,0,0,12181179086,R,1000,1100,Y,A,10
2024/05/21,KB160,CM127,,,KB160,3,0,0,0,0,0,12181178985,W,5280,5540,Y,A,5
2024/05/21,KB160,CM127,,,KB160,3,0,0,0,0,0,12181179280,W,2540,2660,Y,Y,5
2024/05/21,KB160,CM127,,,KB160,3,0,0,0,0,0,12181179281,W,1720,1890,Y,A,10
2024/05/21,KB160,CM127,,,KB160,3,175,0,175,0,0,12181178986,U,1450,1590,Y,A,10
2024/05/21,KB160,CM127,,,KB160,3,180,0,180,0,0,12181179048,U,300,330,Y,A,10
2024/05/21,KB160,CM127,,,KB160,3,215,0,215,0,0,12181178940,U,1240,1360,Y,A,10
2024/05/21,KB160,CM127,,,KB160,3,215,0,215,0,0,12181178941,U,620,680,Y,A,10
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,125,1390,125,0,0,12181179344,V,2440,2560,Y,A,5
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,125,1390,125,0,0,12181179370,V,4080,4280,Y,A,5
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,125,1390,125,0,0,12181179387,V,2580,2700,Y,A,5
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,125,1400,125,0,0,12181179308,V,3380,3540,Y,A,5
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,125,1400,125,0,0,12181179384,V,3700,3880,Y,A,5
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,215,1320,215,0,0,12181179311,V,3680,3860,Y,A,5
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,220,1460,220,0,0,12181179082,V,800,880,Y,A,10
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,232,0,232,0,0,12181178939,U,3000,3150,Y,A,5
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,232,0,232,0,0,12181178975,U,1960,2150,Y,A,10
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,232,0,232,0,0,12181178976,U,6860,7200,Y,A,5
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,232,0,232,0,0,12181178977,U,1960,2150,Y,A,10
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,547,1702,171,205,171,12181179599,A,1280,1400,N,A,10
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,553,1376,129,295,129,12181179576,A,7000,7350,N,Y,5
2024/05/21,KB160,CM127,CM127,CM127,KB160,5,563,1444,137,289,137,12181179598,A,2540,2660,N,Y,5
2024/05/21,KB160,CM197,,,CM197,3,598,1316,154,290,154,12181179069,A,5000,5250,N,Y,5
2024/05/21,KB230,CM127,CM127,CM127,KB160,5,490,1270,125,240,125,12181179070,A,2480,2600,N,A,5
2024/05/21,KB230,CM127,CM127,CM127,KB160,5,540,1280,115,310,115,12181179072,A,5000,5250,N,Y,5
2024/05/21,KB230,CM127,CM127,CM127,KB230,5,485,1000,97,291,97,12181179048,A,300,330,N,Y,10
2024/05/21,KB230,CM127,CM127,CM127,KB230,5,526,1686,164,198,164,12181179287,A,10000,10500,N,Y,5
2024/05/21,KB230,CM127,CM127,CM127,KB230,5,538,1500,148,242,148,12181179600,A,600,660,N,A,10
2024/05/21,KB230,CM127,CM127,CM127,KB230,5,580,1322,125,330,125,12181179062,A,1730,1900,N,Y,10
2024/05/21,KB230,CM127,CM127,CM127,KB230,5,580,1322,125,330,125,12181179063,A,1730,1900,N,Y,10
2024/05/21,KB230,CM127,CM127,CM127,KB230,5,580,1322,125,330,125,12181179064,A,500,550,N,Y,10
2024/05/21,KB230,CM127,CM127,CM127,KB230,5,580,1322,125,330,125,12181179065,A,1200,1320,N,Y,10
2024/05/21,KB230,CM127,CM127,CM127,KB230,5,611,1474,128,355,128,12181179524,A,5500,5770,N,Y,5
2024/05/21,KB230,CM127,CM127,CM127,KB230,5,650,1330,135,380,135,12181179523,A,2500,2620,N,Y,5
2024/05/21,KB230,CM127,CM127,CM127,KB230,5,680,1370,135,410,135,12181179522,A,3500,3670,N,Y,5
2024/05/21,KB230,CM147,,,CM147,3,205,1282,205,0,0,12181179335,V,2380,2490,Y,A,5
2024/05/21,KB230,CM147,,,CM147,3,225,1282,225,0,0,12181179338,V,2360,2470,Y,A,5
2024/05/21,KI158,CM127,CM127,CM127,KB160,5,592,1610,159,274,159,12181179071,A,4960,5200,N,Y,5
2024/05/21,KI188,CM147,,,CM197,3,408,1465,138,132,138,12181176862,A,17280,17620,N,A,2
2024/05/21,KS121,,,CM127,CM97,3,711,1098,711,0,0,12181176871,S,2000,2200,Y,Y,10
2024/05/21,KS121,,,CM127,CM97,3,711,1098,711,0,0,12181176872,S,1500,1650,Y,Y,10
2024/05/21,KS121,CM127,,,CM127,3,249,560,61,127,61,12181179578,A,2000,2200,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,265,600,60,145,60,12181179537,A,4000,4200,N,Y,5
2024/05/21,KS121,CM127,,,CM127,3,265,600,60,145,60,12181179539,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,265,600,60,145,60,12181179575,A,3000,3150,N,Y,5
2024/05/21,KS121,CM127,,,CM127,3,279,994,89,101,89,12181179586,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,280,789,70,140,70,12181179538,A,3000,3150,N,Y,5
2024/05/21,KS121,CM127,,,CM127,3,280,789,70,140,70,12181179546,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,280,789,70,140,70,12181179577,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,288,763,82,124,82,12181179534,A,9000,9450,N,Y,5
2024/05/21,KS121,CM127,,,CM127,3,288,763,82,124,82,12181179544,A,5000,5250,N,Y,5
2024/05/21,KS121,CM127,,,CM127,3,292,789,70,152,70,12181179579,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,310,760,90,130,90,12181179583,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,310,760,90,130,90,12181179584,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,325,660,75,175,75,12181179581,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,325,660,75,175,75,12181179582,A,2000,2200,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,330,609,68,194,68,12181179585,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,370,1259,115,140,115,12181179535,A,5000,5250,N,Y,5
2024/05/21,KS121,CM127,,,CM127,3,405,1069,93,219,93,12181179589,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,405,1069,93,219,93,12181179592,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,424,1199,140,144,140,12181179536,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,430,1199,140,150,140,12181179540,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,430,1199,140,150,140,12181179542,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,430,1199,140,150,140,12181179545,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,450,1085,108,234,108,12181179590,A,2000,2200,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,450,1085,108,234,108,12181179591,A,1000,1100,N,Y,10
2024/05/21,KS121,CM127,,,CM127,3,826,1329,826,0,0,12181179282,G,2000,2200,Y,A,10
2024/05/21,KS121,CM127,,,KB120,3,263,807,83,97,83,12181179612,A,10000,10500,N,Y,5
2024/05/21,KS121,CM127,,,KB120,3,387,1453,127,133,127,12181179370,E,4080,4280,N,Y,5
2024/05/21,KS121,CM127,,,KB120,3,387,1453,127,133,127,12181179387,E,2580,2700,N,A,5
2024/05/21,KS121,CM127,,,KB120,3,388,1453,128,132,128,12181179344,E,2440,2560,N,Y,5
2024/05/21,KS121,CM127,,,KB120,3,392,1463,130,132,130,12181179308,E,3380,3540,N,Y,5
2024/05/21,KS121,CM127,,,KB120,3,392,1463,130,132,130,12181179384,E,3700,3880,N,Y,5
2024/05/21,KS121,CM127,,,KB120,3,492,1383,135,222,135,12181179311,E,3680,3860,N,Y,5
2024/05/21,KS121,CM127,CM127,CM127,KB120,5,440,1100,105,230,105,12181179504,A,2000,2200,N,Y,10
2024/05/21,KS121,CME100,,,KB120,3,1040,1899,185,670,185,12181179417,A,1000,1100,N,Y,10
2024/05/21,KS161,CM112,CM112,CM112,KB120,5,587,1486,165,257,165,12181179502,A,40,40,W,Y,10
2024/05/21,KS161,CM112,CM112,CM112,KB160,5,600,1700,187,226,187,12181179525,A,10000,10500,N,Y,5
2024/05/21,KS161,CM127,,,KB120,3,355,922,67,221,67,12181178579,A,5200,5460,N,Y,5
2024/05/21,KS161,CM127,,,KB160,3,346,885,92,162,92,12181179088,A,3000,3150,N,Y,5
2024/05/21,KS161,CM127,CM127,CM127,KB160,5,405,1346,126,153,126,12181179320,E,5310,5570,N,Y,5
2024/05/21,KS161,CM127,CM127,CM127,KB160,5,438,1370,126,186,126,12181179322,E,2740,2870,N,Y,5
2024/05/21,KS161,CM127,CM127,CM127,KB160,5,444,1330,128,188,128,12181178562,A,770,840,N,Y,10
2024/05/21,KS161,CM127,CM127,CM127,KB160,5,523,1510,129,265,129,12181179039,E,3600,3780,N,Y,5
2024/05/21,KS161,CM127,CM127,CM127,KB160,5,590,1310,137,316,137,12181179618,A,600,660,N,Y,10
2024/05/21,KS161,CM147,,,KB160,3,458,1334,123,212,123,12181179335,E,2380,2490,N,Y,5
2024/05/21,KS161,CM147,,,KB160,3,478,1334,123,232,123,12181179338,E,2360,2470,N,A,5
2024/05/21,KS161,CM147,,,KB230,3,406,1468,120,166,120,12181179326,E,11460,11680,N,Y,2
2024/05/21,KS161,CM147,CM127,CM127,KB120,5,636,1638,162,312,162,12181179526,E,2100,2200,N,Y,5
2024/05/21,KS161,CM147,CM147,CM147,KB230,5,463,1300,144,175,144,12181179323,E,2640,2770,N,Y,5
2024/05/21,KS161,CM147,CM147,CM147,KB230,5,463,1300,144,175,144,12181179373,E,2740,2870,N,Y,5
2024/05/21,KS161,CM147,CM147,CM147,KB230,5,470,1300,147,176,147,12181179362,A,3990,4190,N,A,5
2024/05/21,KS231,CM127,,,KB160,3,374,794,76,222,76,12181179280,A,2540,2660,N,Y,5
2024/05/21,KS231,CM127,,,KB160,3,374,794,76,222,76,12181179281,A,1720,1890,N,Y,10
2024/05/21,KS231,CM127,,,KB160,3,403,1468,145,113,145,12181179507,A,3000,3150,N,Y,5
2024/05/21,KS231,CM127,,,KB160,3,424,981,115,194,115,12181179236,A,2520,2640,N,Y,5
2024/05/21,KS231,CM127,,,KB160,3,494,1259,122,250,122,12181179096,E,2530,2650,W,Y,5
2024/05/21,KS231,CM127,,,KB160,3,494,1259,122,250,122,12181179094,E,1680,1840,X,Y,10
