กำหนดส่ง,แผ่นหน้า,"ลอน C",แผ่นกลาง,"ลอน B",แผ่นหลัง,จน.ชั้น,กว้างผลิต,ยาวผลิต,ทับเส้นซ้าย,ทับเส้นกลาง,ทับเส้นขวา,เลขที่ใบสั่งขาย,ชนิดส่วนประกอบ,จำนวนสั่งขาย,จำนวนสั่งผลิต,ประเภททับเส้น,สถานะใบสั่ง,"% ที่เกิน"
2024/03/09,KS121,CM127,,,KB120,3,392,1463,130,132,130,12181168464,E,3965,4160,N,Y,5
2024/03/09,KS121,CM127,,,KB120,3,393,1463,130,133,130,12181168449,E,1840,2020,N,Y,10
2024/03/09,KS121,CM127,,,KB120,3,493,1383,135,223,135,12181168413,E,2340,2450,W,A,5
2024/03/09,KS121,CM127,,,KB120,3,493,1383,135,223,135,12181168414,E,2460,2580,W,Y,5
2024/03/09,KS121,CM127,,,KB120,3,493,1383,135,223,135,12181169002,E,1240,1360,W,Y,10
2024/03/09,KS121,CM127,CM127,CM127,KB120,5,433,1440,104,225,104,12181168525,E,4000,4200,N,Y,5
2024/03/09,KS121,CM127,CM127,CM127,KB120,5,433,1440,104,225,104,12181168629,E,2800,2940,N,Y,5
2024/03/09,KS121,CM127,CM127,CM127,KB120,5,458,1190,94,270,94,12181168404,E,2010,2110,N,A,5
2024/03/09,KS121,CM127,CM127,CM127,KB120,5,553,1210,94,365,94,12181168521,E,2400,2520,N,A,5
2024/03/09,KS121,CM127,CM127,CM127,KB120,5,553,1210,94,365,94,12181168605,E,400,440,N,Y,10
2024/03/09,KS121,CM127,CM127,CM127,KB120,5,553,1210,94,365,94,12181168628,E,3200,3360,N,Y,5
2024/03/09,KS121,CM127,CM127,CM127,KB120,5,568,1410,152,264,152,12181169301,E,3000,3150,N,Y,5
2024/03/09,KS161,CM112,CM112,CM112,KB120,5,592,1380,140,312,140,12181169038,E,1560,1710,N,A,10
2024/03/09,KS161,CM112,CM112,CM112,KB120,5,592,1380,140,312,140,12181169305,E,7280,7640,N,Y,5
2024/03/09,KS161,CM112,CM112,CM112,KB120,5,592,1380,140,312,140,12181169306,E,3120,3270,N,Y,5
2024/03/09,KS161,CM127,,,KB160,3,346,885,92,162,92,12181167666,A,3000,3150,N,Y,5
2024/03/09,KS161,CM127,,,KB160,3,458,1243,120,218,120,12181168453,E,1530,1680,W,Y,10
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,405,1346,126,153,126,12181169292,E,360,390,N,Y,10
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,405,1346,126,153,126,12181169296,E,360,390,N,Y,10
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,423,1480,119,185,119,12181168524,E,1200,1320,N,Y,10
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,423,1480,119,185,119,12181168606,E,2800,2940,N,Y,5
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,430,1480,122,186,122,12181168044,A,1200,1320,N,Y,10
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,430,1480,122,186,122,12181168615,A,400,440,N,Y,10
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,435,1270,110,215,110,12181169290,A,1400,1540,N,Y,10
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,455,1520,125,205,125,12181168622,A,20800,21210,N,Y,2
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,455,1520,125,205,125,12181168625,A,2800,2940,N,Y,5
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,463,1550,129,205,129,12181168635,E,4000,4200,N,Y,5
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,513,1380,121,271,121,12181168523,E,2400,2520,N,Y,5
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,523,1510,129,265,129,12181168520,E,2800,2940,N,Y,5
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,523,1510,129,265,129,12181168616,E,400,440,N,Y,10
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,543,1220,139,265,139,12181168058,E,4400,4620,N,Y,5
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,543,1220,139,265,139,12181168522,E,6000,6300,N,Y,5
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,543,1220,139,265,139,12181168609,E,1200,1320,N,Y,10
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,543,1220,139,265,139,12181168631,E,8400,8820,N,Y,5
2024/03/09,KS161,CM127,CM127,CM127,KB160,5,590,1510,132,326,132,12181168602,A,800,880,N,A,10
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,553,1370,127,299,127,12181169060,E,500,600,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,553,1370,127,299,127,12181169067,E,500,600,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,553,1600,130,293,130,12181169077,A,500,600,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,554,1384,129,296,129,12181169061,E,1000,1200,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,554,1384,129,296,129,12181169068,E,1750,2100,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,554,1384,129,296,129,12181169081,E,800,960,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,596,1346,116,364,116,12181169076,E,500,600,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,601,1346,116,369,116,12181169073,E,500,600,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,601,1346,116,369,116,12181169079,E,500,600,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,603,1390,129,345,129,12181169063,E,500,600,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,603,1390,129,345,129,12181169066,E,760,910,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,609,1384,129,351,129,12181169255,E,500,600,N,Y,20
2024/03/09,KS161,CM127,CME100,CM127,KB120,5,654,1466,145,364,145,12181169051,E,4000,4200,N,Y,5
2024/03/09,KS161,CM147,,,KB160,3,458,1334,123,212,123,12181168424,E,2380,2490,W,Y,5
2024/03/09,KS161,CM147,CM147,CM147,KB160,5,458,1520,121,216,121,12181168604,E,3600,3780,N,Y,5
2024/03/09,KS161,CM147,CM147,CM147,KB160,5,523,1380,122,279,122,12181168613,E,400,440,N,Y,10
2024/03/09,KS161,CM147,CM147,CM147,KB160,5,530,1380,125,280,125,12181168617,A,2400,2520,N,Y,5
2024/03/09,KS161,CM147,CM147,CM147,KB160,5,530,1380,125,280,125,12181168618,A,17200,17540,N,Y,2
2024/03/09,KS161,CM147,CM147,CM147,KB160,5,578,1380,122,334,122,12181168640,E,1200,1320,N,Y,10
2024/03/09,KS161,CM147,CM147,CM147,KB160,5,585,1380,125,335,125,12181168623,A,2400,2520,N,Y,5
2024/03/09,KS161,CM147,CM147,CM147,KB230,5,463,1300,144,175,144,12181168471,E,4320,4530,N,Y,5
2024/03/09,KS161,CM147,CM147,CM147,KB230,5,463,1300,144,175,144,12181169298,E,360,390,N,Y,10
2024/03/09,KS161,CM147,CM147,CM147,KB230,5,463,1300,144,175,144,12181169300,E,360,390,N,Y,10
2024/03/09,KS161,CM147,CM147,CM147,KB230,5,463,1300,144,175,144,12181169302,E,360,390,N,Y,10
2024/03/09,KS161,CM147,CM147,CM147,KB230,5,470,1300,147,176,147,12181168447,A,3710,3890,N,Y,5
2024/03/09,KS161,CM147,CM147,CM147,KB230,5,568,1450,136,296,136,12181168607,E,4400,4620,N,Y,5
2024/03/09,KS161,CM147,CM147,CM147,KB230,5,568,1450,137,294,137,12181168634,E,9600,10080,N,Y,5
2024/03/09,KS231,,,CM197,KB230,3,1067,879,1067,0,0,12181167896,G,5500,5770,Y,Y,5
2024/03/09,KS231,CM127,,,KB160,3,355,922,67,221,67,12181168546,A,2000,2200,N,Y,10
2024/03/09,KS231,CM127,,,KB160,3,355,922,67,221,67,12181168549,A,8000,8400,N,Y,5
2024/03/09,KS231,CM127,,,KB160,3,385,820,86,213,86,12181169299,A,600,660,N,Y,10
2024/03/09,KS231,CM127,,,KB160,3,453,1202,122,209,122,12181169071,E,500,600,N,Y,20
2024/03/09,KS231,CM127,,,KB160,3,485,1192,119,247,119,12181169074,E,500,600,N,Y,20
2024/03/09,KS231,CM127,,,KB160,3,490,1183,122,246,122,12181169055,E,500,600,N,Y,20
2024/03/09,KS231,CM127,,,KB160,3,494,1259,122,250,122,12181168614,E,5110,5360,N,Y,5
2024/03/09,KS231,CM127,,,KB160,3,494,1259,122,250,122,12181168188,E,3390,3560,X,Y,5
2024/03/09,KS231,CM127,,,KB160,3,549,1319,109,331,109,12181168509,E,1220,1340,N,Y,10
2024/03/09,KS231,CM127,,,KB230,3,329,1271,97,135,97,12181168535,A,2100,2200,N,Y,5
2024/03/09,KS231,CM127,,,KB230,3,354,1298,104,146,104,12181168536,A,3920,4110,N,Y,5
2024/03/09,KS231,CM127,,,KB230,3,354,1298,104,146,104,12181168537,A,560,610,N,Y,10
2024/03/09,KS231,CM127,,,KB230,3,354,1298,104,146,104,12181168555,A,560,610,N,Y,10
2024/03/09,KS231,CM127,,,KB230,3,354,1298,104,146,104,12181168556,A,560,610,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,395,910,80,235,80,12181168235,A,1510,1660,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,395,910,80,235,80,12181168236,A,1510,1660,X,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,398,1130,87,224,87,12181168122,A,860,940,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,410,952,90,230,90,12181168119,A,2840,2980,N,Y,5
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,422,1066,92,238,92,12181168275,A,4250,4460,N,Y,5
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,422,1090,92,238,92,12181168222,A,1220,1340,N,A,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,422,1090,92,238,92,12181168226,A,1160,1270,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,441,1112,120,201,120,12181168107,A,560,610,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,470,1260,112,246,112,12181168324,A,1610,1770,X,A,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,480,1020,100,280,100,12181168255,A,1260,1380,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,495,1478,144,207,144,12181169083,E,500,600,N,Y,20
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,498,1350,122,254,122,12181168608,E,1200,1320,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,498,1350,122,254,122,12181168643,E,2800,2940,N,Y,5
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,505,1260,132,241,132,12181168599,A,480,520,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,535,1130,125,285,125,12181168610,A,10210,10410,N,Y,2
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,535,1130,125,285,125,12181168611,A,8400,8820,N,Y,5
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,615,1550,140,335,140,12181168600,A,1600,1760,N,A,10
2024/03/09,KS231,CM127,CM127,CM127,KB160,5,615,1550,140,335,140,12181168626,A,2400,2520,N,Y,5
2024/03/09,KS231,CM127,CM127,CM127,KB230,5,342,716,75,192,75,12181169009,A,1300,1430,N,A,10
2024/03/09,KS231,CM127,CM127,CM127,KB230,5,342,716,75,192,75,12181169010,A,1300,1430,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB230,5,518,1580,162,194,162,12181168443,E,840,920,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB230,5,518,1580,162,194,162,12181169004,E,200,220,N,Y,10
2024/03/09,KS231,CM127,CM127,CM127,KB230,5,578,1250,132,314,132,12181168630,E,400,440,N,Y,10
2024/03/09,KS231,CM147,,,KB230,3,452,1463,125,202,125,12181168376,E,1660,1820,W,Y,10
2024/03/09,KS231,CM147,,,KB230,3,452,1463,125,202,125,12181168378,E,840,920,W,Y,10
2024/03/09,KS231,CM147,,,KB230,3,453,1463,125,203,125,12181168451,E,2110,2210,W,Y,5
2024/03/09,KS231,CM147,CM147,CM147,KB160,5,595,1550,140,315,140,12181168601,A,400,440,N,A,10
2024/03/09,KS231,CM147,CM147,CM147,KB230,5,505,1270,130,245,130,12181168566,A,700,770,N,Y,10
2024/03/09,KS231,CM147,CM147,CM147,KB230,5,618,1460,132,354,132,12181168619,E,1600,1760,N,Y,10
2024/03/09,KS231,CM197,,,KB230,3,406,1451,115,176,115,12181168311,A,780,850,W,Y,10
2024/03/09,KS231,CM197,,,KB230,3,519,1211,143,233,143,12181168067,A,340,370,N,Y,10
2024/03/09,KS231,CM197,,,KB230,3,519,1211,143,233,143,12181168069,A,760,830,N,Y,10
2024/03/09,KS231,CM197,,,KB230,3,935,1025,935,0,0,12181169011,G,565,620,Y,Y,10
2024/03/09,KS231,CM197,,,KB230,3,935,1025,935,0,0,12181169012,G,560,610,Y,Y,10
2024/03/09,KS231,CM197,CM197,CM197,KB230,5,1727,2286,1727,0,0,12181168999,R,50,50,Y,Y,10
2024/03/11,CM127,,,CM127,CM127,3,122,0,122,0,0,12181169685,U,12600,12850,Y,A,2
2024/03/11,CM127,,,CM127,CM127,3,122,0,122,0,0,12181169686,U,9600,10080,Y,A,5
2024/03/11,CM127,CM127,,,CM127,3,272,319,272,0,0,12181169042,T,12000,12240,Y,A,2
2024/03/11,CM127,CM127,CM127,CM127,CM127,5,225,589,225,0,0,12181169045,T,2480,2600,Y,Y,5
2024/03/11,CM127,CM127,CM127,CM127,CM127,5,295,593,295,0,0,12181169047,T,1590,1740,Y,Y,10
2024/03/11,CM127,CM127,CM127,CM127,CM127,5,295,593,295,0,0,12181169101,T,500,550,Y,A,10
2024/03/11,CM127,CM127,CM127,CM127,CM127,5,314,613,314,0,0,12181169032,T,1360,1490,Y,A,10
2024/03/11,CM127,CM127,CM127,CM127,CM127,5,314,613,314,0,0,12181169034,T,2600,2730,Y,Y,5
2024/03/11,CM127,CM127,CM127,CM127,CM127,5,314,613,314,0,0,12181169035,T,1320,1450,Y,A,10
2024/03/11,CM127,CM127,CM127,CM127,CM127,5,314,613,314,0,0,12181169154,T,500,550,Y,A,10
2024/03/11,CM127,CM127,CM127,CM127,CM127,5,327,392,327,0,0,12181169364,R,34600,35290,Y,A,2
2024/03/11,CM97,,,CM127,CM97,3,794,1016,794,0,0,12181169701,W,4000,4200,Y,A,5
2024/03/11,CM97,CM127,,,CM97,3,183,244,183,0,0,12181169043,T,500,600,Y,A,20
2024/03/11,CM97,CM127,,,CM97,3,183,244,183,0,0,12181169044,T,1000,1200,Y,A,20
2024/03/11,CM97,CM127,,,CM97,3,275,0,275,0,0,12181169031,U,1760,1930,Y,A,10
2024/03/11,KA125,,,CM127,CM127,3,360,1179,110,140,110,12181169450,A,2000,2200,N,Y,10
2024/03/11,KA185,,,CM127,KB160,3,461,1254,131,199,131,12181169614,A,2560,2680,N,Y,5
2024/03/11,KAC125,,,CM127,CM127,3,310,1040,100,110,100,12181169449,A,2000,2200,N,Y,10
2024/03/11,KAC125,CM112,,,KB120,3,296,992,94,108,94,12181169242,A,10000,10500,N,Y,5
2024/03/11,KAC125,CM112,,,KB120,3,736,1672,194,348,194,12181169259,A,5000,5250,N,Y,5
2024/03/11,KB120,,,CM127,KB120,3,710,1100,710,0,0,12181167991,S,3000,3150,Y,Y,5
2024/03/11,KB120,CM127,CM127,CM127,KB120,5,529,1298,122,285,122,12181168885,A,5770,6050,N,A,5
2024/03/11,KB120,CM127,CM127,CM127,KB120,5,529,1298,122,285,122,12181168988,A,3500,3670,N,Y,5
2024/03/11,KB120,CM97,,,KB120,3,647,1609,178,291,178,12181169268,A,1000,1100,N,Y,10
2024/03/11,KB160,,,CM127,KB120,3,565,1271,130,305,130,12181168894,A,3960,4150,X,Y,5
2024/03/11,KB160,,,CM127,KB120,3,565,1271,130,305,130,12181168896,A,13840,14110,X,Y,2
2024/03/11,KB160,,,CM147,KB160,3,700,1200,700,0,0,12181167897,X,2750,2880,Y,Y,5
2024/03/11,KB160,CM127,,,CM97,3,0,0,0,0,0,12181169148,W,1500,1650,Y,A,10
2024/03/11,KB160,CM127,,,CM97,3,0,0,0,0,0,12181169149,W,1500,1650,Y,A,10
2024/03/11,KB160,CM127,,,CM97,3,210,375,210,0,0,12181169148,R,1500,1650,Y,A,10
2024/03/11,KB160,CM127,,,CM97,3,210,375,210,0,0,12181169149,R,1500,1650,Y,A,10
2024/03/11,KB160,CM127,,,CM97,3,222,0,222,0,0,12181169224,U,2020,2120,Y,A,5
2024/03/11,KB160,CM127,,,CM97,3,222,0,222,0,0,12181169225,U,1120,1230,Y,A,10
2024/03/11,KB160,CM127,,,CM97,3,222,0,222,0,0,12181169226,U,760,830,Y,A,10
2024/03/11,KB160,CM127,,,CM97,3,222,0,222,0,0,12181169227,U,660,720,Y,A,10
2024/03/11,KB160,CM127,,,CM97,3,222,0,222,0,0,12181169228,U,1500,1650,Y,A,10
2024/03/11,KB160,CM127,,,CM97,3,277,297,277,0,0,12181169146,R,1000,1100,Y,Y,10
2024/03/11,KB160,CM127,,,CM97,3,277,297,277,0,0,12181169147,R,1000,1100,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,0,0,0,0,0,12181169221,W,8280,8690,Y,A,5
2024/03/11,KB160,CM127,,,KB160,3,135,0,135,0,0,12181169052,U,3720,4460,Y,A,20
2024/03/11,KB160,CM127,,,KB160,3,175,0,175,0,0,12181168504,U,1050,1150,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,175,0,175,0,0,12181169220,U,2900,3040,Y,A,5
2024/03/11,KB160,CM127,,,KB160,3,175,0,175,0,0,12181169385,U,1710,1880,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,187,0,187,0,0,12181169086,U,6000,6300,Y,A,5
2024/03/11,KB160,CM127,,,KB160,3,205,0,205,0,0,12181169171,U,1620,1780,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,215,0,215,0,0,12181169172,U,1660,1820,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,215,0,215,0,0,12181169193,U,620,680,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,215,0,215,0,0,12181169195,U,700,770,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,215,0,215,0,0,12181169196,U,2130,2230,Y,A,5
2024/03/11,KB160,CM127,,,KB160,3,215,0,215,0,0,12181169197,U,530,580,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,215,0,215,0,0,12181169200,U,780,850,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,215,0,215,0,0,12181169210,U,2500,2620,Y,A,5
2024/03/11,KB160,CM127,,,KB160,3,216,0,216,0,0,12181169187,U,570,620,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,216,0,216,0,0,12181169189,U,530,580,Y,A,10
2024/03/11,KB160,CM127,,,KB160,3,248,922,67,114,67,12181168870,A,6680,7010,N,Y,5
2024/03/11,KB160,CM127,,,KB160,3,248,922,67,114,67,12181168888,A,2160,2260,N,A,5
2024/03/11,KB160,CM127,,,KB160,3,248,922,67,114,67,12181168902,A,8440,8860,N,A,5
2024/03/11,KB160,CM127,,,KB160,3,249,264,249,0,0,12181169086,R,1000,1100,Y,A,10
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,0,0,0,0,0,12181169146,W,2000,2200,Y,Y,10
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,0,0,0,0,0,12181169147,W,2000,2200,Y,A,10
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,125,1390,125,0,0,12181169342,V,6300,6610,Y,A,5
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,125,1390,125,0,0,12181169381,V,3000,3150,Y,A,5
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,125,1390,125,0,0,12181169405,V,4900,5140,Y,A,5
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,125,1390,125,0,0,12181169407,V,4880,5120,Y,A,5
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,125,1400,125,0,0,12181168506,V,720,790,Y,A,10
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,125,1400,125,0,0,12181169380,V,10780,10990,Y,A,2
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,125,1400,125,0,0,12181169391,V,1320,1450,Y,A,10
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,125,1400,125,0,0,12181169396,V,1220,1340,Y,A,10
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,215,1320,215,0,0,12181168498,V,1360,1490,Y,A,10
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,215,1320,215,0,0,12181169362,V,7300,7660,Y,A,5
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,215,1320,215,0,0,12181169363,V,3680,3860,Y,A,5
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,232,0,232,0,0,12181169174,U,3000,3150,Y,A,5
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,270,0,270,0,0,12181168501,U,970,1060,Y,A,10
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,465,1200,87,291,87,12181168878,A,580,630,N,Y,10
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,543,1454,178,187,178,12181168860,A,2210,2320,N,Y,5
2024/03/11,KB160,CM127,CM127,CM127,KB160,5,567,1150,140,287,140,12181168863,A,560,610,N,Y,10
2024/03/11,KB160,CM197,,,CM197,3,598,1316,154,290,154,12181169042,A,6000,6300,N,Y,5
2024/03/11,KB230,CM127,CM127,CM127,KB160,5,455,1370,110,235,110,12181168905,A,1160,1270,N,Y,10
2024/03/11,KB230,CM127,CM127,CM127,KB160,5,490,1270,125,240,125,12181169045,A,2480,2600,N,Y,5
2024/03/11,KB230,CM127,CM127,CM127,KB160,5,540,1280,115,310,115,12181169047,A,1590,1740,N,Y,10
2024/03/11,KB230,CM127,CM127,CM127,KB160,5,540,1280,115,310,115,12181169101,A,500,550,N,Y,10
2024/03/11,KB230,CM127,CM127,CM127,KB230,5,418,1160,114,190,114,12181168837,A,1150,1260,N,Y,10
2024/03/11,KB230,CM127,CM127,CM127,KB230,5,418,1160,114,190,114,12181168862,A,1150,1260,N,Y,10
2024/03/11,KB230,CM127,CM127,CM127,KB230,5,467,1500,148,171,148,12181168642,A,2600,2730,N,Y,5
2024/03/11,KB230,CM127,CM127,CM127,KB230,5,538,1580,148,242,148,12181168884,A,5260,5520,N,A,5
2024/03/11,KB230,CM127,CM127,CM127,KB230,5,538,1580,148,242,148,12181168987,A,3500,3670,N,Y,5
2024/03/11,KB230,CM127,CM127,CM127,KB230,5,580,1322,125,330,125,12181169032,A,1360,1490,N,Y,10
2024/03/11,KB230,CM127,CM127,CM127,KB230,5,580,1322,125,330,125,12181169034,A,2600,2730,N,Y,5
2024/03/11,KB230,CM127,CM127,CM127,KB230,5,580,1322,125,330,125,12181169035,A,1320,1450,N,A,10
2024/03/11,KB230,CM127,CM127,CM127,KB230,5,580,1322,125,330,125,12181169154,A,500,550,N,Y,10
2024/03/11,KB230,CM127,CM127,CM127,KB230,5,611,1474,128,355,128,12181169432,A,5500,5770,N,Y,5
2024/03/11,KB230,CM147,,,CM147,3,176,1304,176,0,0,12181169103,V,4000,4200,Y,Y,5
2024/03/11,KB230,CM147,,,CM147,3,176,1304,176,0,0,12181169108,V,2000,2200,Y,A,10
2024/03/11,KB230,CM147,,,CM147,3,195,1420,195,0,0,12181168502,V,880,960,Y,A,10
2024/03/11,KB230,CM147,,,CM147,3,195,1420,195,0,0,12181169382,V,4940,5180,Y,A,5
2024/03/11,KB230,CM147,,,CM147,3,195,1420,195,0,0,12181169398,V,760,830,Y,A,10
2024/03/11,KB230,CM147,,,CM147,3,205,1248,205,0,0,12181169368,V,1920,2110,Y,A,10
2024/03/11,KB230,CM147,,,CM147,3,205,1282,205,0,0,12181169106,V,3000,3150,Y,Y,5
2024/03/11,KB230,CM147,,,CM147,3,205,1282,205,0,0,12181169403,V,4740,4970,Y,A,5
2024/03/11,KB230,CM147,,,CM147,3,230,1304,230,0,0,12181168500,V,1020,1120,Y,A,10
2024/03/11,KB230,CM147,,,KB160,3,286,977,78,130,78,12181168872,A,3760,3940,N,Y,5
2024/03/11,KB230,CM147,,,KB160,3,364,1294,86,192,86,12181168893,A,880,960,N,Y,10
2024/03/11,KI158,CM127,CM127,CM127,KB160,5,519,1336,142,235,142,12181169616,A,3000,3150,N,Y,5
2024/03/11,KS121,,,CM127,KB120,3,711,1100,711,0,0,12181169091,S,1500,1650,Y,Y,10
2024/03/11,KS121,CM112,CM112,CM112,KB120,5,743,1898,156,431,156,12181169279,A,600,660,N,Y,10
2024/03/11,KS121,CM112,CM112,CM112,KB120,5,743,1898,156,431,156,12181169280,A,1000,1100,N,Y,10
2024/03/11,KS121,CM112,CM112,CM112,KB120,5,743,1938,156,431,156,12181169277,A,1000,1100,N,Y,10
2024/03/11,KS121,CM112,CM112,CM112,KB120,5,743,1938,156,431,156,12181169278,A,1200,1320,N,A,10
2024/03/11,KS121,CM127,,,KB120,3,263,807,83,97,83,12181167660,A,10000,10500,N,Y,5
2024/03/11,KS121,CM127,,,KB120,3,387,1453,127,133,127,12181169342,E,6300,6610,N,Y,5
2024/03/11,KS121,CM127,,,KB120,3,387,1453,127,133,127,12181169405,E,4900,5140,W,Y,5
2024/03/11,KS121,CM127,,,KB120,3,387,1453,127,133,127,12181169407,E,4880,5120,W,Y,5
2024/03/11,KS121,CM127,,,KB120,3,388,1453,128,132,128,12181169381,E,3000,3150,N,Y,5
2024/03/11,KS121,CM127,,,KB120,3,392,1463,130,132,130,12181168506,E,720,790,W,Y,10
2024/03/11,KS121,CM127,,,KB120,3,393,1463,130,133,130,12181169396,E,1220,1340,N,Y,10
2024/03/11,KS121,CM127,,,KB120,3,393,1463,130,133,130,12181169380,E,10780,10990,W,A,2
2024/03/11,KS121,CM127,,,KB120,3,393,1463,130,133,130,12181169391,E,1320,1450,W,Y,10
2024/03/11,KS121,CM127,,,KB120,3,492,1383,135,222,135,12181168498,E,1360,1490,N,Y,10
2024/03/11,KS121,CM127,,,KB120,3,493,1383,135,223,135,12181169362,E,7300,7660,N,Y,5
2024/03/11,KS121,CM127,,,KB120,3,493,1383,135,223,135,12181169363,E,3680,3860,N,Y,5
2024/03/11,KS121,CM127,CM127,CM127,KB120,5,440,1440,107,226,107,12181168766,A,2800,2940,N,A,5
2024/03/11,KS121,CM127,CM127,CM127,KB120,5,440,1440,107,226,107,12181168778,A,2800,2940,N,A,5
2024/03/11,KS121,CM127,CM127,CM127,KB120,5,455,1170,100,255,100,12181169709,A,500,550,N,Y,10
2024/03/11,KS121,CM127,CM127,CM127,KB120,5,455,1170,100,255,100,12181169710,A,500,550,N,Y,10
2024/03/11,KS121,CM127,CM127,CM127,KB120,5,458,1190,94,270,94,12181169357,E,2850,2990,N,Y,5
2024/03/11,KS121,CM127,CM127,CM127,KB120,5,458,1190,94,270,94,12181169359,E,2030,2130,N,Y,5
2024/03/11,KS121,CM127,CM127,CM127,KB120,5,553,1210,94,365,94,12181169122,E,800,880,N,Y,10
2024/03/11,KS121,CM127,CM127,CM127,KB120,5,553,1210,94,365,94,12181169133,E,3200,3360,N,A,5
2024/03/11,KS121,CM127,CM97,CM127,KB120,5,538,1610,167,204,167,12181168802,A,1500,1650,N,Y,10
2024/03/11,KS161,CM112,CM112,CM112,KB120,5,592,1380,140,312,140,12181169670,E,8320,8730,N,Y,5
2024/03/11,KS161,CM112,CM112,CM112,KB120,5,592,1380,140,312,140,12181169671,E,12480,12730,N,Y,2
